id,dialogue,summary
13716175,"William: <file_photo> Emma’s Christmas Cake, decoration all her own work🎄🎉
Jada: Great improvements! Last year I remember you had to guess the decorations. She is growing sooooo fast! Cutie!
Katherine: She buried Santa Claus 😏. Quite creepy.
William: He just crashed his sleigh Katherine. That’s what Emma told me anyway 😂🎅
Jada: He’s just going down under boom boom. You need to have kids to understand it!",Emma made a cake decoration with Santa Claus who crashed his sleigh.
13681302,"Aisha: <file_other>
Aisha: rofl this is the best thing i've read in a long time
Beatrice: Give me a minute
Beatrice: Lol
Beatrice: Avocado anxiety wtf :D
Aisha: yep :D
Aisha: one of the biggest fears of millennials is related to their avocados
Beatrice: First world problems at its best haha
Aisha: yes :D",Aisha and Beatrice have fun reading a text on avocado anxiety.
13809927,"Benjamin: <file_video>
Nathan: what a freak!
Benjamin: my little bro
Nathan: wtf?!",Benjamin sends a video of his little brother.
13829924,"Ben: What time is the landing?
Melanie: 6.45 but remember it may be late
Ben: But now everything’s ok?
Melanie: Yes the gate was open exactly at the expected time
Ben: Ok, so I’ll be there waiting, see you soon",Melanie will land at 6.45. The gate was open as expected. Ben will be waiting for her. 
13818406,"Jane: You'll never guess what happened!
Francis: No, I probably won't :D
Jane: Funny :P Listen up
Jane: I had a terrible day, so I decided to leave early. Of course, my favourite street was blocked, because there was an accident, so I had to take a detour.
Jane: The neighbourhood is not exactly nice so the street filled with grumpy people and garbage.
Francis: Sounds really dramatic.
Jane: funny much ;P Listen. I had a headache so I decided to pass on the music and thank god I did! Because otherwise I wouldn't have found this:
Jane: <file_photo>
Francis: OMG JANE!
Francis: That's a freaking cat!
Jane: No, better - it's a kitten! :D
Francis: Ok, it's cute. You sure it doesn't belong to anyone? Maybe it ran away?
Jane: Nope, I took him from the street, all dirty and kinda gross. I asked around, but no luck. So I took him.
Jane: Therefore, Francis, meet Charles :)
Francis: Charles? hahahaha
Francis: Guess I should pay you a visit, before he grows old and grumpy :P",Jane had to take a different route home because of an accident and found a kitten. She named him Charles. Francis wants to see the kitten soon.
13828470,"Frank: you look amazin' today <3
Macy: <3
Macy: thnx :) 
Frank: red is your color :)
Macy: <gif>
Frank: :)",Frank likes Macy's red outfit.
13814715,"Ben: Running late. Sorry.
Sam: What's your ETA?
Ben: About 15min.",Ben will be late 15 minutes.
13863124,"Rachel: Hey how did it go
Mary: No idea... It wasn't as difficult as I expected
Rachel: That's good, right?
Rachel: When will the results be released?
Mary: Monday morning
Mary: I'll let you know ;)",The results will be announced on Monday morning.
13865422,"Jessica: Are you done eating?
Yone: Not yet
Maria: We will let you know
Jessica: I'm waiting for you 
Jessica: How long will it take?
Yone: Dunno
Yone: Let us eat in peace
Jessica: We had to meet at 8
Jessica: I was here on time 
Jessica: And then you said you needed to eat
Jessica: It's ok
Jessica: But I'm waiting here 
Jessica: And it's cold ",Jessica is waiting in the cold for Yone and Maria to finish eating.
13820477,"Joona: Guys, I'm sick so I won't come to the match
Ieva: Me too, i got the virus as well
Simone: ok, so no point in organising it this week
Joona: Let's talk on Sunday","Joona and Ieva are ill, they won't come to the match this week. "
13682231,"Chris: Does she have any idea how horrible she looks in that color?
Faye: No mirror, apparently.
Chris: Yikes.",She doesn't know how horrible she looks because she doesn't have a mirror.
13864404,"Adam: Mary, could you please cover for me today?
Mary: Sorry, can't do, I'm stuck at home, Gill has a flu. Maybe Joe?
Joe: Uhm, ok, tell the PM I said it's fine.
Adam: I owe you one, really, thanks!","Mary can't cover for Adam because she is stuck at home with Gill, who has a flu. Joe will cover for Adam."
13865126,"Kate: Malina, could you help us with the deco?
Jeff: you have such good taste
Malina: haha, no problem",Malina will help Jeff and Kate with the deco.
13829201,"Rose: Why aren't you picking up your phone :d
Rose: I've been trying for 20 mins
Rachel: because it's on mute i guess :D
Rachel: lying somewhere
Rose: Somewhere?
Rachel: yeah it was in the bathroom
Rachel: what's up?
Rose: It's always on mute ffs xd
Rachel: yeah it's been like that for 3 years
Rose: What
Rachel :P i'm in control of when i want to talk to somebody muahaha
Rose: Ok calling you again
Rachel: nooooo
Rachel: hahaha
Rachel: ok :P",Rachel wasn't picking up her phone because it's been on mute since 3 years. This way she's in control of when she wants to talk to people. Rose is calling her again now.
13862789,"Agi: :P
Finlay: Hey!! How are you??
Agi: heey :)
Agi: fine, we had a safe journey yesterday
Agi: and you?
Finlay: Same - got back homr round 1 am. Im unfortunately not gonna stay and chat (im falling asleep here :P i promise to talk to u later), but i just wanted to check if you got home okay
Agi: ok
Agi: then good night
Finlay: thanks!! :) Goodnight!",Agi and Finlay returned to their homes safely last night.
13820661,"Lisa: I bought amazing skirt for Friday
Maria: Ooooo, show us!!
Lisa: <file_photo>
Sara: O wow! Looks great
Maria: Where did you buy it??
Lisa: Zara :)",Lisa has bought a skirt for Friday in Zara.
13681226,"Melany: Hey. How much did u pay for that card? 28 euro? Because on the website it is said a ticket for people up to 26 years costs 28 euro
Brenden: Hi. Yes 28
Melany: But why? U aren't 26 anymore
Brenden: I'll be 27 in june
Melany: Yes but it means u are 26 + some months which means u are elder than 26. At least in poland it is counted like that
Brenden: I' m 26 now
Melany: + some months. So it is ur 27th year
Brenden: So up to 26 means 26 included. Yes",Brenden has bought that card for 28 euros. Melany believes Brenden is too old to travel on a reduced fare.
13810146,"Tracey: Never mind diet we really do need catch up xx
Pauline: I'm always on a diet they don't work lol. When u free? X
Tracey: Next couple of weeks hectic ... just Michelle  gets bloody good holidays ..but of after easter. .get girlie day arranged xx
Tracey: On it xx by the way 'can you thee me ' xx
Pauline: Lol, no x
Tracey: Will need to send you wee picture Pauline xx
Pauline: I will frame it x
Tracey: Just thought of postcard wee sent to Micheal from Ibiza. ...lol x
Pauline: Funny I found it the other day, still a bit blurry getting it taken lol x","Tracey and Pauline want to meet to catch up, Tracey'll be free after Easter. Tracey also reminds Pauline about a picture from Ibiza."
13681316,"Romualdo:  <file_gif>
Simon: Oh hi! What's up?
Romualdo: I got a new job!
Simon: Congrats! Where?
Romualdo: In this start-up as a happiness manager
Romualdo: <file_gif>
Simon: Cool!
Romualdo: Tbh I have no idea what my work will look like but they pay well
Simon: I bet it will be strange and cringey
Romualdo: I guess it will :p
Simon: When do u start?
Romualdo: next week, so I have a couple of days to rest and catch up on tv series
Simon: are u still watching The Good Place?
Romualdo:  <file_gif>
Simon: I don't get the reference
Romualdo: I've already watched every episode so I'm watching 3% now
Simon:  <file_gif>",Romualdo starts his new job as a happiness manager next week.
13681015,"Anna: Nice dress :-)
Zoe: thx
Anna: Zara?
Zoe: C&A
Anna: ok. Must check it :-)",Anna likes Zoe's C&A dress.
13728222,"Steve: Did you get tickets for the foam party 
Max: I havent! :(
Max: You think they still have them
Steve: They should
Steve: Im going to the AG building rn 
Max: kk 
Steve: How many do we need? 
Max: I think 3 
Max: me you and Tyler
Steve: Is Blake going?
Max: I don't think so
Max: Hes going to Cuba
Steve: What?
Steve: I didn't know that
Max: They got a last minute deal I think 
Max: I don't know what it happened
Steve: Who hes going with? 
Max: with his parents
Steve: Lol really xd
Max: yep!","Max and Steve want to go to the foam party with Tyler, so they need 3 tickets. Blake cannot join them, because he's going to Cuba with his parents."
13828784,"Mom: I've got the suitcase
Lee: Thanks!
Lee: I'll drop by tomorrow, okay?
Mom: Sure!
Mom: Do you want me to get you anything else?
Lee: No, you're sweet, thank you
Lee: But I'm a big girl and I have to do it myself
Mom: But I know how busy you are!
Mom: And it's no problem, really :-)
Lee: I know, Mom, but I have to go to the shop by myself and think about what I'm gonna need.
Mom: OK, but if there's anything...
Lee: I'll let you know!
Mom: Perfect.
Lee: Thanks, Mom, I love you :*
Mom: I love you too, sweetie.",Lee will stop by Mom's to pick up a suitcase. She needs to go shopping and pack soon.
13829516,"Sebastian: yo! can you remind me how much do I owe you from the last order?
Anthony: let me check, what was yours?
Sebastian: the expansions for Isle of Skye and Wendake
Anthony: that would be 42 euros in total
Sebastian: roger, I'll transfer it to your account in the evening
Anthony: ok thanks",Sebastian owes Anthony 42 euros. He will transfer the money in the evening.
13812344,"David: hey 
David: put channel 8 on
David: they're playing the new episode of ""the good doctor""
Elizabeth: omg thx David!
Elizabeth: I love this show so much
David: I know that, so I'm just letting you know :)
Elizabeth: the last episode was so emotional
David: yeah I remember
Elizabeth: Freddie Highmore is simply endearing
David: true, he's perfect for this role
David: I remember also when he played in this Bates Motel
Elizabeth: it was too creepy for me
David: it was supposed to be this way :D
David: <file_gif>
Elizabeth: oh it's on! Speak to you later!",David and Elizabeth are watching the new episode of 'The Good Doctor' on Channel 8. 
13864873,"Elvis: I talked to Marsha
Robert: And?
Quods: ???
Elvis: She's devastated
Elvis: The break-up really hit her badly
Robert: I don't get it
Robert: Mike is such an asshole
Quods: She will be much better without him
Quods: But it will take time for her to get over him ",Marsha and Mike broke up. 
13680621,"Susan: Hello William!  I forgot to ask you yesterday: I've been trying to track down this biography of Droste by Karschunov. They don't seem to have a copy at the college library and I don't fancy buying it. Could I borrow it from you?
William: Hello Susan, but I'm not sure I have it. What's the title?
Susan: ""Das Spiegelbild""
William: Rings a bell. Let me check and I'll get back to you, Susan.
Susan: Thank you William.
William: Yes, I have a copy. A bit bashed but readable :) If it's urgent, I can send it to you.
Susan: Great that you have it. No, it isn't urgent at all. Droste is just on my list and I'll tackle her in due time. I just have to remember about the book before we meet next time.
William: Isn't it pretty soon? Hasn't Rita arranged for some meal together these days?
Susan: True! St Martin's Goose on the 10th! It is this coming Friday. Will you be as kind and bring the book with you?
William: But of course! Pleasure.
William: And you can keep it. I don't  think I'll be reading it again.
Susan: Thank you! Lucky me. So see you and Rita on Friday.
William: Looking forward to. Give my regards to Harry please.
Susan: I will. Thank you.","Susan will borrow ""Das Spiegelbild"" book from William. William will bring the book to their meeting together with Rita on Friday 10th. Susan will pass regards to Harry from William."
13864657,"Betty: Do you know any good weight loss programme?
Monica: It's not for you, is it?
Betty: Oh no no, it's for Lucy's brother. He's really obese, it's difficult as he can't lose any weight
Victor: Sorry dear, I've seen things like that only on TV. Maybe she'll get him into one of those?
Betty: I doubt it, it's a touchy subject for the entire family
Victor: Ok, I get it, hm... I'll ask around, but I don't know many dieticians
Monica: Maybe they should go to a GP and then to the gym?
Betty: I'll suggest it, but I'm afraid it may a bit too late for that, he can barely move
Monica: Omg, and they're reacting now?! Jesus
Betty: ... I know. I'll talk to her. If you find anything, please let me know, I don't her to find out I told anyone
Victor: Ok, no problem!
Monica: Sure sure",Lucy's brother is obese. Betty will talk to Lucy. Victor and Monica will let Betty know if they find some solution.
13812164,"Sophia: Its been 2 years since our marriage right? :/
Mason: Yeah I guess
Sophia: :/",Sophia and Mason have been married for 2 years.
13728427,"Jessie: What's the craziest thing you've ever done?
Franklin: How crazy?
Jessie: Like crazy crazy!
Franklin: That crazy? I'd say bungee jumping.
Jessie: You did a bungee jump?
Franklin: Yeah, on holidays, 2 yrs ago. I actually did 4 and enjoyed each and every one of them :)
Jessie: Wow! Weren't you scared?
Franklin: Scared as hell! But every next one comes easier. How about u?
Jessie: Me? Oh, I'm not a crazy person! ;)
Franklin: Oh c'mon! You had to do something you regret in your life ;)
Jessie: Does crossing the road on red light count?
Franklin: You're hopeless",Franklin did 4 bungee jumps 2 years ago. Jessie doesn't do crazy things.
13729652,"Aida: Hey Mom
Lydia: Hi sweetie <3
Aida: Did you want whipping cream or sour cream? I forgot XD
Lydia: What do you think will taste better on pie? ;)
Aida: ok, ok, whipping cream, got it :)",Aida will buy whipping cream on Lydia's request.
13865264,"Judith: We're throwing a party on Saturday!
Judith: You're all welcome to come 
Larry: Great! I love your parties
Max: Cool!
Judith: It will be a 1980s themed party so you're welcome to dress accordingly
Angela: Awesome
Angela: I was recently looking through my mums' old clothes
Angela: I found plenty of great stuff 
Max: I don't have any 1980s clothes...
Judith: It's also ok
Judith: We will provide some wigs and other gadgets ;-)
Larry: Sounds great! I can't wait
Larry: Should we bring something?
Judith: Just yourselves :D ",Judith is throwing a 1980s themed party on Saturday. Judith will provide some wigs and gadgets to dress accordingly.
13828920,"Tom: I'm from Straya and you?
Paula: Minesota
Tom: Ya in the US are very self-confident
Paula: I wouldn't say that we're self-confident, we just have good soft skills
Tom: Gnarly
Paula: How about Australian people?
Tom: We're neither like British people nor the Americans",Tom is from Australia. Paula is from Minnesota.
13829976,"Mike: <file_video>
Mike: My new bike!
Adam: It looks great. How much it cost?
Mike: Too much... :)",Mike's got a new expensive bike.
13819927,"Tom: Icant believe its already December
Igor: I know
Igor: My bday is next month
Igor: Getting older
Tom: I still remember you last bday party just like it was yesterday 
Eric: Ye holy shit
Eric: I still don't know what I wanna do with my life 
Tom: Same here xd
Tom: Do we have plans for new year eve yet? 
Igor: I don't feel like talking about it 
Igor: It just happened 12 months ago haha 🤪
Eric: True
Tom: True","Tom, Igor and Eric feel time is flying by. "
13680580,"Susan: Honey, remember the parture time?
Sam: 10:45.
Susan: Perfect. And the compartment?
Sam: 7?
Susan: No, 5. Don't miss the train and let me know when you're in.
Sam: Ok.",Sam is catching 10:45 train and is sitting in the 5th compartment.
13818817,"Jayson: Where you guys at?
Carson: Outside Sasktel centre
Jake: Im in the bathroom will be down there soon ",Carson's outside Sasktel centre while Jake's in the bathroom.
13863218,"Jared: Just send me a scanned copy and I will read it later
Isabel: I prefer not to send it via messenger
Isabel: I'm going to leave you a copy in your mailbox ok?
Jared: Whatever is fine for you
Jared: I just won't be able to read it before the evening",Isabel will leave Jared a copy in his mailbox. Jared won't be able to read it before the evening.
13865415,"Henry: I'm sad
Dick: Don't worry
Carl: Be happy! :P",Henry is down. Dick and Carl cheer him up.
13814301,"Andrea: <file_photo>
Andrea: <file_photo>
Andrea: which one suits me better?
Roger: shopping again?
Andrea: have you forgotten we're going out with Mark and Cindy to this charity event?
Roger: ofc I haven't. But you already have so many dresses…
Andrea: <file_gif>
Andrea: You don't know me at all!
Roger: but back to your question, the green one suits you better :D
Andrea: <file_gif>",Andrea is buying a new dress for a charity event. Roger believes the green one fits her better.
13829788,"Anna: Hi
Al: Hi...
Anna: We may have a problem
Al: You mean Chuck?
Anna: Yes... I thinks he knows about us
Al: I suspected that
Anna: A couple of years ago I told him I couldn't be his girlfriend because I was still married
Al: And then you got your divorce...
Anna: And I met you <3
Al: Poor Chuck
Anna: Who cares about him
Al: Oh come on... I feel guilty",Anna suspects Chuck knows about her and Al. She doesn't care but Al feels guilty. 
13862990,"Mark: Hey 🙂
Mark: Long time no see
Susan: Hey there 🙂
Mark: How's it going?
Susan: All good, working.
Mark: Sorry to bother you
Susan: It's fine 😄
Susan: I need a little break
Susan: What's new?
Mark: I just came back from India.
Susan: Tell me everything! 😀
Mark: Are you free anytime this week?
Mark: I'm leaving on January 19th
Susan: I will find some time to meet you
Susan: I am usually free on Tuesday and Friday evenings 😀
Mark: Tuesday works for me.
Mark: How about dinner?
Susan: Nah, dinner is about eating.
Mark: True, and we want to talk 😉
Susan: Let's meet at Costa next to the shopping mall
Mark: Around 7pm?
Susan: Sure
Mark: Or maybe 6? I have a lot of things that I want to tell you!
Susan: Okay, sounds perfect!
Mark: See you there!
Susan: See ya!",Mark came back from India. Mark and Susan will meet at Costa at 6 pm on Tuesday.
13829991,"Lea: Hi darling, good luck for packing all your stuff. Don't forget to make your registration on both flights.
Meg: thanks mum, but i don't have the app for  that
Lea: it's easy, just download the Air France app on you mobile.
Meg: done, and now?
Lea: enter your flight number VVIHC2 for the Caracas Amsterdam and then the BGRYU8 for Amsterdam Toulouse.
Meg: do i need an ID?
Lea: yes it's your flying blu number 
Meg: i'll do it rn
Lea: registration on line is open.. do it now
Meg: done, bt the i cannot register for the second flight
Lea: that's normal, registration will open only 24h before departure. It will be open only at 6pm.
Meg: i see, this is my boarding card
Meg: <file_photo>
Lea: ok, don't forget to do the same for the second flight this afternoon.
Meg: I will, bt what about my luggage? Will they travel straight to  Toulouse?
Lea: yes they will, but when you arrive at the airport check at the desk.
Meg: I'll ask
Lea: the two files have been linked, just make sure.
Meg: I ve done my second registration
Lea: fine! when are u leaving?
Meg: in two hours for the train station and then the bus to the airport
Lea: Have a nice flight. See you tomorrow, i'm so happy
Meg: me too. ",Meg made a registration for both her flights: VVIHC2 for the Caracas Amsterdam and BGRYU8 for Amsterdam Toulouse. She is leaving in two hours for the train station and then she's taking the bus to the airport. 
13682163,"Marcin: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on. 
Marcin: on November 1st we just go to the cementary with our families and after that spend time together.
Chris: I like it.
Chris: My parents used to tell me Halloween is some haram shit as well loool
Marcin: 😊
Chris: I didn’t know about going to the cemetery after thats’s interesting
Marcin: I mean every year there’s a plenty of „halloween stuff” in shops but it is for example forbidden at school to dress up 
Marcin: And generally the Poles are trying no to let the Halloween into their live and culture.
Chris: Why not?
Chris: I don’t get it ☹
Marcin: It’s quite strange for our culture. 
Marcin: In past we had our own celebrations and now we try to renovate it.
Chris: Sounds interesting 😊 
Chris: Tell me more about it 😊",Marcin is explaining why the majority of Polish people does not celebrate Halloween to Chris.
13864478,"Pedro: <photo_file>
Pedro: Greetings from Colombia!
Carlos: Lucky you :P
Mia: What a weather!!
Mia: You should have taken us with you
Mia: I've never been to Latin America
Carlos: You can come!
Carlos: I'm staying here 2 more months","Pedro is in Colombia. Mia has never been to Latin America, but she can visit Carlos who's staying for 2 more months there. "
13818397,"Evelyn: Pete I'll be late, pls tell that Mr. Dickinson
Peter: but the meeting is in 15 minutes!
Peter: He's gonna kill you
Evelyn: I know, but I needed to get Mary to school and now I'm stuck in traffic :(
Peter: <file_gif>
Peter: perhaps Mr. Dickinson will also be late…
Evelyn: I wish, but he never is…
Evelyn: I hope this meeting won't be disaster
Peter: <file_gif>",Evelyn wants Pete to inform Mr. Dickinson she will be late to their meeting because she is in traffic after she dropped off Mary at school.
13812049,"Kenya: My iphone is not being updated
Jamie: Is it showing an available update?
Kenya: Yeah
Jamie: Try with at least 50% battery charging or put it at charging before starting the update
Kenya: Thank God its working.
Kenya: tysm
Jamie: Pleasure is all mine :)",Kenya's phone is finally updating after Jamie's advice 
13728225,"Meg: How's work?
Meg: Don is Don, you know - pisses me off most of the time
Tony: ok at work, they don't pay a lot, but still it's quite ok
Tony: the manager is cool
Meg: that's something for a start... 
Tony: Yeah, and it's close",Tony is quite satisfied with his job.
13611975,"Bobby: Girl! How you feeling?
Susie: I feel like death.You?
Bobby: Lol, I'm good. But I didn't drink half the apartment like you did!
Susie: Seriously. I drank so much last night. Why didn't anyone stop me?
Bobby: You were letting loose! You deserved it after the week you've been through.
Susie: I know but like, I can't even open my eyes rn. Literally texting you hurts. 
Bobby: Aw. Go back to sleep then!
Susie: Sleeping hurts too. Did you have a good time last night?
Bobby: For sure. Your friends are always super cool. Thanks for inviting me!
Susie: Of course. I wanted you to meet my work crew.
Bobby: It was really fun! And that place we went too was really cool. What was it called again?
Susie: It's the Abbey. I think it's so fun! 
Bobby: Definitely going back there again. 
Susie: Alright. I got to go back to sleep. My everything hurts!
Bobby: Sweet dreams girlie!",Susie drank too much last night. She feels like death. They went to the Abbey. Bobby had a great time. He really liked Susie's friends. Susie's going back to sleep.
13729803,"Watson: Hey Bella, please tell me some interviewing skills..
Bella: Do you have an interview??
Watson: Yeah i have one tomorrow.
Bella: its no big deal. Meet me at 4 pm.
Watson: Bella , you are a true friend.
Bella: Stop it. Be on time
Watson: Yeah sure. Thank you
Bella: No problem",Watson has an interview tomorrow and wants to learn interviewing skills. Bella and Watson will meet tomorrow at 4 PM.
13611609,"Jack: I'll be so late, Im sorry
June: Did they hold you at work?
Jack: Yeah, they did;/ again, I'm sorry
June: I'll just tell guests to come later
Jack: Sorry hon, I'll bring more wine ;)
June: You better, otherwise don't bother coming at all:D
Jack: You don't mean that;(
June: Of course I don't, just get your ass over here love;*
Jack: Omv ",Jack will be late but he'll bring more wine. June will tell the guests to come later.
13727935,"Bernice: Hey big brother
Bill: Hey little siz
Bernice: I'm fine. You?
Bill: I'm cool too.
Bernice: How is school?
Bill: School is fine.
Bill: But i am closing next week.
Bill: What do you want me to buy you.
Bernice: Any edible would suit me.
Bill: Okay baby girl.","Bernice is Bill's little sister. Bill is doing fine at school, it ends next week. Bill will buy something to eat for Bernice."
13730424,"Lenny: <file_photo>
Lenny: What do you think?
Sue: Not really sure, to be honest ;)
Sue: I mean, Im not sure about this colour
Lenny: Im not sure either...
Lenny: and how about this one?
Lenny: <file_photo>
Sue: oh, this is much better!
Sue: this color suits you much better!
Lenny: really?
Sue: yes
Sue: it matches your hair color
Lenny: ok....
Sue: go for it!
Sue: Im sure Kev will notice you ;)
Lenny: do you think?
Sue: Im sure he will!
Lenny: I hope so
Lenny: ;)
Sue: when's the big day then?
Lenny: this Friday ;)
Sue: OK! I will keep my fingers crossed!
Lenny: thanks!
Sue: Let me know how it went! 
Lenny: ok ;)
Sue: bye! ;*
Lenny: thanks! Bye bye!:*",Lenny wants Kevin to notice him on Friday. Lenny will let Sue know how it went.
13828305,"Dagmar: <file_gif>
Waldemar: <file_gif>
Dagmar: I'm really not in the mood for working today 😩
Waldemar: I'm feeling exactly the same.. 💤
Waldemar: I need to take out Teresa first for a walk..
Dagmar: 🐶❤️👍","Dagmar and Waldemar are not in the mood for working today. Dagmar suggests sleeping, but Waldemar needs to take Teresa for a walk first."
13727875,"Barb: hey emma i need your help!! 
Barb: i was supposed to host my sister's baby shower 
Barb: but i haven't prepared anything! :‑[
Emma: why?
Barb: i've been so busy at work
Barb: i haven't had a chance to even get a venue
Barb: can you help me, please?!?!?!
Barb: i'm desperate!!!!!!!!!!!!!
Emma: of course! i love your sister <3
Emma: we can do it at my house
Emma: is next wednesday ok?
Barb: THAT'S PERFECT!!!
Emma: i can tell my friend Diana to cater for us
Emma: she makes great finger foods and desserts ʘ‿ʘ
Barb: YES! YOU'RE INCREDIBLE!!!
Emma: i can also organize some games :-D
Emma: put up some decorations :-D
Emma: put together some party favors :-D
Barb: YOU ARE A LIFE SAVER!!!!
Barb: i really don't know how to repay you <3 <3 <3
Emma: don't worry about it
Emma: that's what friends are for","Barb has to organize her sister's baby shower, but she hasn't prepared anything. Emma is going to help Barb. Emma will organize catering, games and decorations."
13820257,"Tiffany: feel that bass <file_other>
Elsa: nice!
Joy: that's one sick beat
Tiffany: More to come when the LP comes out
Elsa: Can't wait <3",Elsa and Joy like the song Tiffany shares with them. There will be a new album released soon too.
13731435,"Franek: <file_photo>
Wanda: Is that your sister?
Franek: No, My mom
Wanda: Oh haha",Franek sent a photo of his mom.
13680419,"Mary: How's married life treating you?
Louise: Aw, perfect...
Mary: Already back from your honeymoon?
Louise: Unfortunately yes... It's been amazing!
Mary: I can imagine. So what did you do?
Louise: We just relaxed and did nothing at all. We didn't even sightsee much :D
Mary: Just spending time with each other was enough, I guess?
Louise: Exactly.. <3","Louise is already back from her honeymoon, which she enjoyed a lot. Louise and her new husband relaxed and didn't do much during the trip."
13865172,"John: Guys, have you heard that Luxembourg wants to introduce free public transport?
Ben: Yes, I read yesterday, very interesting
Finn: high time for this kind of things
Zoe: what do you mean?
Finn: if we want people to use less cars and care about the environment we have to change
Finn: to public transport
Finn: and make it competitive
Finn: so people would prefer to use it than spend money on cars and gas
John: I find it very interesting as well, most of all I'd like to know if it's doable
John: I mean it's expensive to maintain the system
Ben: But it seems that Luxembourg is not the first to do it
John: really?
Ben: I read about Tallinn some time ago
Ben: let me find the thing
Finn: I've googled it, it seems that Tallinn did it 5 years ago
Finn: and it worked so well that they want to make all public transport free in the country
Ben: wow, that's very progressive
Zoe: let's see, but the idea seems to work
Finn: yes, it does!",Luxembourg wants to introduce free public transport. Tallinn did it 5 years ago and it's worked out well. 
13681107,"Austin: Where are you?
Ashley: Zara
Austin: Where is it?
Ashley: Second floor
Austin: OK, I'm there, where now?
Ashley: Do you see the pharmacy?
Austin: No, there's a pharmacy by there?
Ashley: Yes, on your right
Austin: OK, now I see the pharmacy, but I don't see you
Ashley: I've told you I'm in Zara
Austin: So where is this ***** Zara?
Ashley: When you see the pharmacy, it is 2 shops behind
Austin: OK, now I see ",Ashley and Austin are looking for each other in a shopping mall. 
13612281,"Tommy: Watcha up to today boo
Miranda: Gym-work-drink with my party friend
Tommy: Haha i have gym, shopping with dad, drink with school friends
Miranda: Haha nice xp eh i work all the time
Tommy: Even on weekends that’s awful
Miranda: At least i know theres progress xp
Tommy: Yesss so true 
Miranda: The annoying thing is that literally everyone has some good advice for me
Tommy: What do you mean?
Miranda: All my friends tell me what i should do, most of them have no idea about having their own business
Tommy: They want to live through you haha cuz they wish they had their own business
Miranda: Probably… Idk, they just piss me off
Tommy: Don’t worry theyll all just shut up when youre successful
Miranda: Let’s hope it will happened eventually XD
Tommy: I’m sure it will ;*
Miranda: Youre sweet <3
Tommy: Yupp I am haha xp
Miranda: Anyway, who are you drinking today with?
Tommy: Just some old friends, havent seen each other in a while. Itll probably be very boring xP
Miranda: Still, I hope youll have fun :D",Miranda works all the time even on weekends. Miranda's friends piss her off with their good advice. Tommy reckons Miranda will be successful. Tommy is drinking with some old friends today.
13828919,"Tim: I wanna die 
Kim: why?
Tim: im so tired 
Kim: then take a nap haha 
Tim: I can't 
Kim: and why's that? haha
Tim: I have a exam tm 
Kim: ahhhh well you can't study tired 
Tim: if I got to sleep I won't wake up tell tm 
Kim: drink coffee or Red Bull haha 
Tim: I did already haha 
Kim: ok well you need to focus so im going to go text me when ur done studying ok?
Tim: ahhhhhh okkk fineeeeee
Kim: enjoy hahaah
Tim: yeah thanks a lot haha ",Tim is tired of studying for his exam. He has already had a Red Bull or coffee to keep him awake. Kim doesn't want Tim to text her so he doesn't get distracted.
13680577,"Samuel: Hi, Amy!
Amy: Hi!
Samuel: We should prepare something for Ann's birthday
Amy: you mean a present or a party?
Samuel: maybe both?
Amy: When is it exactly?
Samuel: End of May, 22nd I believe
Amy: Ok, than we could have a garden party at my place
Samuel: that's a great idea
Amy: It should be warm enough already
Samuel: Sure, and very green
Amy: and about the present...
Samuel: Any ideas?
Amy: I think we could buy her a ticket for a concert
Samuel: only us or also others?
Amy: We can collect some money from her friends 
Samuel: What concert?
Amy: She loves Beach House and they are touring right now
Samuel: Maybe we could buy her a ticket and a flight to some nice city where they are playing.
Amy: Perfect idea
Samuel: I'll check the tour and connections and let you know
Amy: Ok! Thanks for that",Amy will organize a birthday party for Ann in her garden. Samuel will check Beach House's tour in order to buy Ann a concert ticket together with a flight ticket as a birthday present.
13820404,"Ryan: is there milk left?
William: no idea
Ryan: would you move your ass and check?
William: no
Chad: there's still some, but we're running out
Ryan: thx","Ryan, WIlliam and Chad are running out of milk."
13681585,"Ursula: That was a huge fire in California!
Preston: Did you see it too? It was massive!
Ursula: It burned so many hectares, it's ridiculous.
Preston: All of those fires are caused by people.
Ursula: You really think so?
Preston: Yeah I am pretty sure. The big wood industries all gain from it
Ursula: Wow, seems like you are well informed.
Preston: Just researched a little and connected all the dots.
Ursula: You got me interested! I'm going to search some topics about this subject aswell.
Preston: Ahaha nice! Let me know what yu found out later :p
Ursula: Ahah I will I will, then we can have a proper talk about this x)
Preston: Looking forward :D","There was a big fire in California. According to Preston, fires are caused by people."
13730356,"Yann: How's it going?
Poppy: Fine, uncle, how's the kebab business!
Yann: Ticking over, my sweet! You all coming to your cousin's 18th?
Poppy: Oh no! I forgot to RSVP the invitation! Yes, I wouldn't miss it for the world!
Yann: Great! Give your Mama and Pappa my love!
Poppy: Bye, Uncs, see you all on the 20th!",Yann's kebab business is going fine. Poppy is coming to her cousin's 18th birthday on the 20th.
